year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
1982,"SD",10.07142,,-.1032066,9.678483,1.964679
1983,"SD",10.07408,,-.107007,9.625932,2.240763
1984,"SD",10.15318,,-.0268221,9.599431,2.76875
1985,"SD",10.14172,,.0460625,9.716523,2.125983
1986,"SD",10.16887,,.094533,9.77983,1.945219
1987,"SD",10.18626,,.1831436,9.781757,2.022524
1988,"SD",10.18292,,.2133226,9.814439,1.842413
1989,"SD",10.2082,,.2103186,9.849735,1.79234
1990,"SD",10.24816,11.282,.2233934,9.874995,1.865816
1991,"SD",10.24304,,.2348518,9.913461,1.647887
1992,"SD",10.27583,,.2547836,10.01914,1.283474
1993,"SD",10.27459,,.3085709,10.1945,.4004431
1994,"SD",10.3158,,.3610706,10.09203,1.118817
1995,"SD",10.29333,,.3983164,10.1,.9666538
1996,"SD",10.3642,,.3876495,10.02527,1.694651
1997,"SD",10.36039,,.3855562,10.08825,1.360726
1998,"SD",10.41705,,.3956842,10.15448,1.312866
1999,"SD",10.43968,,.426774,10.14566,1.470098
2000,"SD",10.46932,11.57216,.4495525,10.01843,2.254486
2001,"SD",10.49448,,.4727888,10.07584,2.093205
2002,"SD",10.48727,,.4789448,10.07142,2.079263
2003,"SD",10.54744,,.4858494,10.07408,2.3668
2004,"SD",10.58467,,.498805,10.15318,2.157431
2005,"SD",10.58627,,.5235052,10.14172,2.222757
2006,"SD",10.56627,,.58887,10.16887,1.986961
2007,"SD",10.63164,,.6434345,10.18626,2.226877
2008,"SD",10.67549,,.6753397,10.18292,2.462831
2009,"SD",10.62256,,.7352734,10.2082,2.071805
2010,"SD",10.63142,11.70118,.7902575,10.24816,1.916332
1880,"TN",7.513403,,,,
1900,"TN",7.922181,,1.350451,7.513403,2.043889
1920,"TN",8.329226,,.7292175,7.922181,2.035224
1929,"TN",8.51574,,,,
1930,"TN",8.390209,10.59414,,,
1931,"TN",8.319627,,,,
1932,"TN",8.083506,,,,
1933,"TN",8.169451,,,,
1934,"TN",8.324578,,,,
1935,"TN",8.383497,,,,
1936,"TN",8.511358,,,,
1937,"TN",8.569643,,,,
1938,"TN",8.481967,,,,
1939,"TN",8.534979,,,,
1940,"TN",8.616127,10.30688,1.137304,8.329226,1.434507
1941,"TN",8.819294,,,,
1942,"TN",8.969582,,,,
1943,"TN",9.172585,,,,
1944,"TN",9.325753,,,,
1945,"TN",9.356556,,,,
1946,"TN",9.229276,,,,
1947,"TN",9.115501,,,,
1948,"TN",9.115826,,,,
1949,"TN",9.11533,,1.086445,8.51574,2.997947
1950,"TN",9.181462,10.82325,1.178327,8.390209,3.956265
1951,"TN",9.194176,,1.19154,8.319627,4.372745
1952,"TN",9.224374,,1.061196,8.083506,5.704341
1953,"TN",9.297034,,.9457684,8.169451,5.637918
1954,"TN",9.288154,,.9387732,8.324578,4.817877
1955,"TN",9.332562,,.9963608,8.383497,4.745326
1956,"TN",9.387702,,1.008887,8.511358,4.381719
1957,"TN",9.392712,,1.029468,8.569643,4.115343
1958,"TN",9.397657,,1.036758,8.481967,4.578452
1959,"TN",9.445642,,1.016617,8.534979,4.553313
1960,"TN",9.440805,11.07229,.98629,8.616127,4.123392
1961,"TN",9.47411,,.9822321,8.819294,3.274078
1962,"TN",9.510052,,1.090932,8.969582,2.702351
1963,"TN",9.542637,,1.175585,9.172585,1.850262
1964,"TN",9.588543,,1.352963,9.325753,1.313949
1965,"TN",9.652184,,1.392112,9.356556,1.478143
1966,"TN",9.715158,,1.084094,9.229276,2.429409
1967,"TN",9.74445,,.9865379,9.115501,3.144741
1968,"TN",9.806924,,.9359026,9.115826,3.455491
1969,"TN",9.825266,,.9293461,9.11533,3.549681
1970,"TN",9.841106,11.23131,.8597755,9.181462,3.298221
1971,"TN",9.877656,,.8667231,9.194176,3.417401
1972,"TN",9.946033,,.993042,9.224374,3.608298
1973,"TN",10.00556,,1.103249,9.297034,3.542619
1974,"TN",9.990252,,1.119137,9.288154,3.510489
1975,"TN",9.973129,,1.106434,9.332562,3.202834
1976,"TN",10.01997,,1.18598,9.387702,3.161364
1977,"TN",10.04605,,1.241598,9.392712,3.266711
1978,"TN",10.09232,,1.255364,9.397657,3.473291
1979,"TN",10.08101,,1.262102,9.445642,3.176847
1980,"TN",10.03966,11.50457,1.260729,9.440805,2.994266
1981,"TN",10.04452,,1.225128,9.47411,2.852068
1982,"TN",10.04599,,1.175036,9.510052,2.679672
1983,"TN",10.07414,,1.128888,9.542637,2.657495
1984,"TN",10.13514,,1.086988,9.588543,2.732964
1985,"TN",10.16292,,1.081681,9.652184,2.553668
1986,"TN",10.2038,,1.074953,9.715158,2.443223
1987,"TN",10.23247,,1.073236,9.74445,2.440109
1988,"TN",10.26405,,1.089802,9.806924,2.285633
1989,"TN",10.27831,,1.098428,9.825266,2.265196
1990,"TN",10.27873,11.53822,1.088486,9.841106,2.188139
1991,"TN",10.27701,,1.069412,9.877656,1.996789
1992,"TN",10.31927,,1.055861,9.946033,1.866193
1993,"TN",10.33224,,1.081347,10.00556,1.633406
1994,"TN",10.35505,,1.096077,9.990252,1.823988
1995,"TN",10.37783,,1.116562,9.973129,2.023525
1996,"TN",10.38539,,1.120515,10.01997,1.827059
1997,"TN",10.40236,,1.112814,10.04605,1.781554
1998,"TN",10.44717,,1.109438,10.09232,1.774278
1999,"TN",10.46177,,1.091027,10.08101,1.903796
2000,"TN",10.47939,11.72775,1.075039,10.03966,2.198639
2001,"TN",10.48315,,1.086426,10.04452,2.193131
2002,"TN",10.48939,,1.10569,10.04599,2.21704
2003,"TN",10.4976,,1.135521,10.07414,2.117305
2004,"TN",10.52046,,1.160226,10.13514,1.926618
2005,"TN",10.52499,,1.197286,10.16292,1.810379
2006,"TN",10.53445,,1.253405,10.2038,1.653252
2007,"TN",10.55376,,1.277857,10.23247,1.606421
2008,"TN",10.53794,,1.294436,10.26405,1.369443
2009,"TN",10.49921,,1.30806,10.27831,1.104536
2010,"TN",10.50683,11.8087,1.307149,10.27873,1.140471
1880,"TX",7.701847,,,,
1900,"TX",8.232999,,3.249426,7.701847,2.655761
1920,"TX",8.729844,,2.124949,8.232999,2.484226
1929,"TX",8.75818,,,,
1930,"TX",8.632893,10.62634,,,
1931,"TX",8.556177,,,,
1932,"TX",8.390092,,,,
1933,"TX",8.407231,,,,
1934,"TX",8.516614,,,,
1935,"TX",8.600984,,,,
1936,"TX",8.720546,,,,
1937,"TX",8.802293,,,,
1938,"TX",8.788381,,,,
1939,"TX",8.83403,,,,
1940,"TX",8.873418,10.23125,1.60244,8.729844,.7178688
1941,"TX",9.012036,,,,
1942,"TX",9.218841,,,,
1943,"TX",9.43275,,,,
1944,"TX",9.517819,,,,
1945,"TX",9.508682,,,,
1946,"TX",9.41298,,,,
1947,"TX",9.366945,,,,
1948,"TX",9.345243,,,,
1949,"TX",9.429274,,1.399426,8.75818,3.35547
1950,"TX",9.465057,10.92031,1.428132,8.632893,4.160824
1951,"TX",9.478248,,1.585412,8.556177,4.610353
1952,"TX",9.508894,,1.663513,8.390092,5.59401
1953,"TX",9.522671,,1.632466,8.407231,5.577197
1954,"TX",9.537093,,1.62766,8.516614,5.102396
1955,"TX",9.58322,,1.733313,8.600984,4.91118
1956,"TX",9.6189,,1.774483,8.720546,4.491773
1957,"TX",9.624532,,1.861954,8.802293,4.111195
1958,"TX",9.608066,,1.920657,8.788381,4.098425
1959,"TX",9.639419,,1.956062,8.83403,4.026942
1960,"TX",9.62683,11.13078,2.020321,8.873418,3.767061
1961,"TX",9.650803,,1.987514,9.012036,3.193831
1962,"TX",9.666452,,1.976852,9.218841,2.238059
1963,"TX",9.688119,,1.902413,9.43275,1.276846
1964,"TX",9.733648,,2.016869,9.517819,1.079144
1965,"TX",9.780161,,2.097678,9.508682,1.357393
1966,"TX",9.828817,,1.883359,9.41298,2.079186
1967,"TX",9.876806,,1.807218,9.366945,2.549305
1968,"TX",9.925172,,1.7487,9.345243,2.899642
1969,"TX",9.954044,,1.854043,9.429274,2.623854
1970,"TX",9.97418,11.19977,1.840754,9.465057,2.545614
1971,"TX",9.98809,,1.749821,9.478248,2.54921
1972,"TX",10.03994,,1.733289,9.508894,2.65521
1973,"TX",10.0894,,1.82951,9.522671,2.833624
1974,"TX",10.08877,,1.904488,9.537093,2.758369
1975,"TX",10.10571,,1.862273,9.58322,2.612472
1976,"TX",10.15043,,1.896629,9.6189,2.657666
1977,"TX",10.1773,,1.873112,9.624532,2.763848
1978,"TX",10.22758,,1.888409,9.608066,3.097591
1979,"TX",10.23719,,1.948671,9.639419,2.988873
1980,"TX",10.22171,11.59834,1.993341,9.62683,2.974377
1981,"TX",10.26065,,2.032862,9.650803,3.049254
1982,"TX",10.25628,,2.110157,9.666452,2.949162
1983,"TX",10.25616,,2.192926,9.688119,2.840185
1984,"TX",10.29394,,2.219028,9.733648,2.801471
1985,"TX",10.31228,,2.249012,9.780161,2.66058
1986,"TX",10.29898,,2.282219,9.828817,2.350802
1987,"TX",10.28204,,2.249775,9.876806,2.026153
1988,"TX",10.29484,,2.160654,9.925172,1.848345
1989,"TX",10.30635,,2.098999,9.954044,1.761508
1990,"TX",10.3193,11.55856,2.086773,9.97418,1.725602
1991,"TX",10.30679,,2.065849,9.98809,1.593494
1992,"TX",10.332,,2.061672,10.03994,1.460333
1993,"TX",10.33647,,2.064123,10.0894,1.235394
1994,"TX",10.34902,,2.071218,10.08877,1.30126
1995,"TX",10.36515,,2.055483,10.10571,1.297197
1996,"TX",10.39098,,2.023563,10.15043,1.202722
1997,"TX",10.43572,,2.015343,10.1773,1.292095
1998,"TX",10.48384,,2.005281,10.22758,1.2813
1999,"TX",10.50154,,1.961432,10.23719,1.32175
2000,"TX",10.54526,11.60795,1.894741,10.22171,1.61778
2001,"TX",10.54075,,1.843176,10.26065,1.400504
2002,"TX",10.51752,,1.73481,10.25628,1.306162
2003,"TX",10.5174,,1.677504,10.25616,1.306238
2004,"TX",10.54749,,1.67881,10.29394,1.267738
2005,"TX",10.58367,,1.681547,10.31228,1.356969
2006,"TX",10.60495,,1.719751,10.29898,1.52987
2007,"TX",10.63447,,1.801577,10.28204,1.762147
2008,"TX",10.66045,,1.887074,10.29484,1.828046
2009,"TX",10.57484,,1.945677,10.30635,1.342483
2010,"TX",10.58259,11.73106,1.962805,10.3193,1.316433
1880,"UT",7.993072,,,,
1900,"UT",8.523933,,3.267775,7.993072,2.654307
1920,"UT",8.761631,,2.423964,8.523933,1.188488
1929,"UT",8.899163,,,,
1930,"UT",8.818931,10.65915,,,
1931,"UT",8.626097,,,,
1932,"UT",8.527082,,,,
1933,"UT",8.555061,,,,
1934,"UT",8.57871,,,,
1935,"UT",8.77601,,,,
1936,"UT",8.931405,,,,
1937,"UT",8.861732,,,,
1938,"UT",8.87863,,,,
1939,"UT",8.923103,,,,
1940,"UT",8.965532,10.54632,1.028218,8.761631,1.019506
1941,"UT",9.129551,,,,
1942,"UT",9.421178,,,,
1943,"UT",9.609101,,,,
1944,"UT",9.520649,,,,
1945,"UT",9.564401,,,,
1946,"UT",9.457644,,,,
1947,"UT",9.396098,,,,
1948,"UT",9.3854,,,,
1949,"UT",9.402594,,1.391439,8.899163,2.517152
1950,"UT",9.456853,11.16429,1.564507,8.818931,3.189611
1951,"UT",9.518275,,1.596699,8.626097,4.460893
1952,"UT",9.532415,,1.683745,8.527082,5.026665
1953,"UT",9.52842,,1.757345,8.555061,4.866796
1954,"UT",9.501795,,1.812029,8.57871,4.615426
1955,"UT",9.563845,,1.989155,8.77601,3.939176
1956,"UT",9.603976,,2.142992,8.931405,3.362856
1957,"UT",9.628972,,2.228031,8.861732,3.836203
1958,"UT",9.613677,,2.285347,8.87863,3.675237
1959,"UT",9.648689,,2.35692,8.923103,3.62793
1960,"UT",9.664207,11.48973,2.444234,8.965532,3.493371
1961,"UT",9.680713,,2.649403,9.129551,2.755809
1962,"UT",9.735801,,2.491884,9.421178,1.573114
1963,"UT",9.744524,,2.202325,9.609101,.6771135
1964,"UT",9.776721,,2.311316,9.520649,1.28036
1965,"UT",9.801548,,2.557483,9.564401,1.185737
1966,"UT",9.818887,,2.291884,9.457644,1.806211
1967,"UT",9.833232,,2.356892,9.396098,2.185669
1968,"UT",9.855979,,2.273827,9.3854,2.352896
1969,"UT",9.874095,,2.224574,9.402594,2.357507
1970,"UT",9.905831,11.52195,2.130055,9.456853,2.244892
1971,"UT",9.936828,,2.220578,9.518275,2.092762
1972,"UT",9.989867,,2.246222,9.532415,2.287259
1973,"UT",10.01296,,2.292109,9.52842,2.4227
1974,"UT",10.00157,,2.34499,9.501795,2.498894
1975,"UT",10.00206,,2.274156,9.563845,2.191072
1976,"UT",10.05252,,2.264171,9.603976,2.242708
1977,"UT",10.08695,,2.330389,9.628972,2.289867
1978,"UT",10.12009,,2.395062,9.613677,2.532082
1979,"UT",10.11188,,2.435822,9.648689,2.31596
1980,"UT",10.07137,12.02657,2.461934,9.664207,2.035809
1981,"UT",10.06908,,2.409334,9.680713,1.941857
1982,"UT",10.07212,,2.432561,9.735801,1.681614
1983,"UT",10.09456,,2.465911,9.744524,1.750164
1984,"UT",10.13144,,2.53058,9.776721,1.773577
1985,"UT",10.14407,,2.512436,9.801548,1.712632
1986,"UT",10.15836,,2.497816,9.818887,1.697364
1987,"UT",10.14893,,2.494259,9.833232,1.578469
1988,"UT",10.14793,,2.478848,9.855979,1.459737
1989,"UT",10.15839,,2.440715,9.874095,1.421475
1990,"UT",10.16872,11.70356,2.426114,9.905831,1.314425
1991,"UT",10.16916,,2.402568,9.936828,1.16168
1992,"UT",10.18098,,2.408719,9.989867,.9555864
1993,"UT",10.19457,,2.425246,10.01296,.9080458
1994,"UT",10.22306,,2.459283,10.00157,1.10744
1995,"UT",10.24927,,2.450013,10.00206,1.236053
1996,"UT",10.27887,,2.428465,10.05252,1.131763
1997,"UT",10.31008,,2.381988,10.08695,1.115685
1998,"UT",10.34959,,2.311349,10.12009,1.14749
1999,"UT",10.36123,,2.210684,10.11188,1.246762
2000,"UT",10.39445,12.17944,2.107286,10.07137,1.615429
2001,"UT",10.41038,,2.050385,10.06908,1.706481
2002,"UT",10.39999,,2.000179,10.07212,1.639352
2003,"UT",10.38894,,1.95941,10.09456,1.47193
2004,"UT",10.41499,,1.961279,10.13144,1.417775
2005,"UT",10.45141,,2.013826,10.14407,1.536679
2006,"UT",10.47655,,2.089591,10.15836,1.590972
2007,"UT",10.51015,,2.184854,10.14893,1.806135
2008,"UT",10.50635,,2.275534,10.14793,1.792126
2009,"UT",10.44086,,2.339082,10.15839,1.412325
2010,"UT",10.43318,12.29079,2.36176,10.16872,1.322336
1880,"VA",7.55644,,,,
1900,"VA",8.013028,,1.01819,7.55644,2.282941
1920,"VA",8.480721,,1.09725,8.013028,2.338462
1929,"VA",8.660867,,,,
1930,"VA",8.565384,10.74982,,,
1931,"VA",8.616374,,,,
1932,"VA",8.458613,,,,
1933,"VA",8.512091,,,,
1934,"VA",8.602304,,,,
1935,"VA",8.671206,,,,
1936,"VA",8.76506,,,,
1937,"VA",8.809649,,,,
1938,"VA",8.748841,,,,
1939,"VA",8.852212,,,,
1940,"VA",8.939222,10.67287,.8186817,8.480721,2.292509
1941,"VA",9.111737,,,,
1942,"VA",9.307959,,,,
1943,"VA",9.320422,,,,
1944,"VA",9.368572,,,,
1945,"VA",9.399798,,,,
1946,"VA",9.37058,,,,
1947,"VA",9.24787,,,,
1948,"VA",9.293248,,,,
1949,"VA",9.288282,,1.52832,8.660867,3.137078
1950,"VA",9.382827,11.04578,1.55901,8.565384,4.087214
1951,"VA",9.430048,,1.698403,8.616374,4.06837
1952,"VA",9.472003,,1.785007,8.458613,5.066948
1953,"VA",9.479575,,1.843781,8.512091,4.837422
1954,"VA",9.486252,,1.790409,8.602304,4.419737
1955,"VA",9.541751,,1.766677,8.671206,4.352722
1956,"VA",9.572409,,1.886921,8.76506,4.036741
1957,"VA",9.554956,,1.974282,8.809649,3.72654
1958,"VA",9.542781,,1.972694,8.748841,3.969698
1959,"VA",9.589975,,1.959448,8.852212,3.688817
1960,"VA",9.601026,11.33558,1.910782,8.939222,3.309016
1961,"VA",9.626663,,1.59761,9.111737,2.57463
1962,"VA",9.673553,,1.165304,9.307959,1.82797
1963,"VA",9.705581,,.98701,9.320422,1.925793
1964,"VA",9.773952,,.8962536,9.368572,2.026901
1965,"VA",9.821983,,1.063285,9.399798,2.110925
1966,"VA",9.863111,,1.395211,9.37058,2.462659
1967,"VA",9.912159,,1.600733,9.24787,3.321443
1968,"VA",9.964232,,1.757741,9.293248,3.354921
1969,"VA",10.0109,,1.687999,9.288282,3.61311
1970,"VA",10.0182,11.5399,1.702714,9.382827,3.176889
1971,"VA",10.05124,,1.62509,9.430048,3.105965
1972,"VA",10.11195,,1.602769,9.472003,3.199739
1973,"VA",10.15427,,1.608367,9.479575,3.373466
1974,"VA",10.14793,,1.683526,9.486252,3.308382
1975,"VA",10.1436,,1.715283,9.541751,3.009224
1976,"VA",10.18182,,1.606846,9.572409,3.047061
1977,"VA",10.21258,,1.516209,9.554956,3.288107
1978,"VA",10.24897,,1.500731,9.542781,3.530936
1979,"VA",10.25048,,1.491785,9.589975,3.302507
1980,"VA",10.24545,11.8055,1.488647,9.601026,3.222122
1981,"VA",10.25238,,1.423826,9.626663,3.128562
1982,"VA",10.26709,,1.365619,9.673553,2.967672
1983,"VA",10.30709,,1.317091,9.705581,3.007526
1984,"VA",10.36051,,1.293931,9.773952,2.932792
1985,"VA",10.39219,,1.295094,9.821983,2.851014
1986,"VA",10.43127,,1.328101,9.863111,2.840781
1987,"VA",10.45549,,1.372766,9.912159,2.716665
1988,"VA",10.48524,,1.405039,9.964232,2.605042
1989,"VA",10.49975,,1.412535,10.0109,2.444253
1990,"VA",10.48212,11.98176,1.44134,10.0182,2.319565
1991,"VA",10.47197,,1.409998,10.05124,2.103648
1992,"VA",10.48386,,1.42036,10.11195,1.859531
1993,"VA",10.48829,,1.41346,10.15427,1.670132
1994,"VA",10.50369,,1.404848,10.14793,1.778817
1995,"VA",10.51024,,1.38536,10.1436,1.833234
1996,"VA",10.52115,,1.370215,10.18182,1.696653
1997,"VA",10.54998,,1.357245,10.21258,1.686997
1998,"VA",10.58933,,1.334739,10.24897,1.701813
1999,"VA",10.61657,,1.368051,10.25048,1.830463
2000,"VA",10.64939,12.02666,1.401982,10.24545,2.019715
2001,"VA",10.67102,,1.396608,10.25238,2.093215
2002,"VA",10.67002,,1.413198,10.26709,2.014647
2003,"VA",10.68516,,1.402855,10.30709,1.890373
2004,"VA",10.71717,,1.405354,10.36051,1.78328
2005,"VA",10.74147,,1.410055,10.39219,1.746411
2006,"VA",10.76033,,1.389651,10.43127,1.645308
2007,"VA",10.78816,,1.337075,10.45549,1.663361
2008,"VA",10.7787,,1.302586,10.48524,1.467304
2009,"VA",10.74423,,1.292691,10.49975,1.222391
2010,"VA",10.74253,12.46257,1.276226,10.48212,1.302075
1880,"VT",8.237545,,,,
1900,"VT",8.565276,,.168004,8.237545,1.638656
1920,"VT",8.801349,,.1262474,8.565276,1.180363
1929,"VT",9.039124,,,,
1930,"VT",8.965036,10.92241,,,
1931,"VT",8.864557,,,,
1932,"VT",8.70334,,,,
1933,"VT",8.683232,,,,
1934,"VT",8.776876,,,,
1935,"VT",8.837188,,,,
1936,"VT",8.948631,,,,
1937,"VT",8.945899,,,,
1938,"VT",8.906749,,,,
1939,"VT",8.992765,,,,
1940,"VT",9.038172,10.74714,.1477814,8.801349,1.184115
1941,"VT",9.210063,,,,
1942,"VT",9.291718,,,,
1943,"VT",9.418994,,,,
1944,"VT",9.424879,,,,
1945,"VT",9.484057,,,,
1946,"VT",9.453446,,,,
1947,"VT",9.351625,,,,
1948,"VT",9.332503,,,,
1949,"VT",9.277081,,.137372,9.039124,1.18979
1950,"VT",9.304299,10.99849,.2571583,8.965036,1.696315
1951,"VT",9.363852,,.2578592,8.864557,2.496471
1952,"VT",9.377895,,.231967,8.70334,3.372779
1953,"VT",9.407181,,.2990007,8.683232,3.619742
1954,"VT",9.415203,,.2725458,8.776876,3.191633
1955,"VT",9.466165,,.2459526,8.837188,3.144884
1956,"VT",9.534823,,.2725458,8.948631,2.930961
1957,"VT",9.540728,,.2732897,8.945899,2.974143
1958,"VT",9.522468,,.3261995,8.906749,3.078594
1959,"VT",9.569704,,.3894615,8.992765,2.884693
1960,"VT",9.604625,11.22816,.3458834,9.038172,2.832265
1961,"VT",9.631836,,.569725,9.210063,2.108865
1962,"VT",9.662377,,.6513262,9.291718,1.853299
1963,"VT",9.676482,,1.000552,9.418994,1.287441
1964,"VT",9.727074,,1.181946,9.424879,1.510973
1965,"VT",9.790541,,1.244211,9.484057,1.532416
1966,"VT",9.867161,,.9431839,9.453446,2.068572
1967,"VT",9.892384,,.890379,9.351625,2.703791
1968,"VT",9.932301,,.9023142,9.332503,2.998986
1969,"VT",9.958881,,.8456802,9.277081,3.408999
1970,"VT",9.973107,11.4966,.8175373,9.304299,3.34404
1971,"VT",9.98999,,.9199476,9.363852,3.130693
1972,"VT",10.03703,,1.056314,9.377895,3.295679
1973,"VT",10.06095,,1.060352,9.407181,3.268867
1974,"VT",10.02592,,1.135712,9.415203,3.053594
1975,"VT",10.00771,,1.233196,9.466165,2.70771
1976,"VT",10.05111,,1.261005,9.534823,2.581434
1977,"VT",10.05649,,1.346216,9.540728,2.578826
1978,"VT",10.10932,,1.354995,9.522468,2.934246
1979,"VT",10.1073,,1.3377,9.569704,2.687955
1980,"VT",10.08385,11.67701,1.378837,9.604625,2.396116
1981,"VT",10.101,,1.395864,9.631836,2.345805
1982,"VT",10.10871,,1.391511,9.662377,2.231684
1983,"VT",10.13412,,1.381116,9.676482,2.288184
1984,"VT",10.18338,,1.387949,9.727074,2.281523
1985,"VT",10.22003,,1.357641,9.790541,2.147422
1986,"VT",10.26665,,1.285357,9.867161,1.997437
1987,"VT",10.30272,,1.223454,9.892384,2.051668
1988,"VT",10.33198,,1.228509,9.932301,1.998405
1989,"VT",10.36812,,1.219516,9.958881,2.046189
1990,"VT",10.34126,12.03003,1.177125,9.973107,1.840754
1991,"VT",10.31276,,1.121521,9.98999,1.61387
1992,"VT",10.34137,,1.061311,10.03703,1.521716
1993,"VT",10.33818,,1.047659,10.06095,1.386132
1994,"VT",10.35365,,1.051164,10.02592,1.63866
1995,"VT",10.36454,,1.024323,10.00771,1.784153
1996,"VT",10.38403,,1.00965,10.05111,1.664619
1997,"VT",10.40829,,.9674263,10.05649,1.759005
1998,"VT",10.46579,,.9322643,10.10932,1.782341
1999,"VT",10.49656,,.8936977,10.1073,1.946349
2000,"VT",10.53434,11.90917,.8674288,10.08385,2.25246
2001,"VT",10.5507,,.8588839,10.101,2.248511
2002,"VT",10.55241,,.8511448,10.10871,2.21849
2003,"VT",10.56157,,.8304977,10.13412,2.13728
2004,"VT",10.59532,,.815196,10.18338,2.059722
2005,"VT",10.58658,,.7936716,10.22003,1.832776
2006,"VT",10.62126,,.7692719,10.26665,1.773047
2007,"VT",10.65375,,.7162762,10.30272,1.755185
2008,"VT",10.65283,,.6345272,10.33198,1.604242
2009,"VT",10.63837,,.5681133,10.36812,1.351252
2010,"VT",10.6441,12.25409,.5140924,10.34126,1.514192
1880,"WA",8.589528,,,,
1900,"WA",9.001997,,9.655704,8.589528,2.062345
1920,"WA",9.087095,,4.812889,9.001997,.4254913
1929,"WA",9.199384,,,,
1930,"WA",9.103496,10.72716,,,
1931,"WA",8.989257,,,,
1932,"WA",8.808125,,,,
1933,"WA",8.793156,,,,
1934,"WA",8.926263,,,,
1935,"WA",9.007565,,,,
1936,"WA",9.143443,,,,
1937,"WA",9.160453,,,,
1938,"WA",9.150125,,,,
1939,"WA",9.220995,,,,
1940,"WA",9.284139,10.56299,1.24444,9.087095,.9852171
1941,"WA",9.506339,,,,
1942,"WA",9.728935,,,,
1943,"WA",9.875968,,,,
1944,"WA",9.897542,,,,
1945,"WA",9.801629,,,,
1946,"WA",9.704464,,,,
1947,"WA",9.639328,,,,
1948,"WA",9.63982,,,,
1949,"WA",9.634686,,1.944108,9.199384,2.176509
1950,"WA",9.700585,11.13136,2.101183,9.103496,2.985449
1951,"WA",9.710383,,2.136807,8.989257,3.605633
1952,"WA",9.743327,,2.17659,8.808125,4.676008
1953,"WA",9.781847,,2.188034,8.793156,4.943457
1954,"WA",9.779514,,2.23218,8.926263,4.266257
1955,"WA",9.8016,,2.345409,9.007565,3.97017
1956,"WA",9.813761,,2.393684,9.143443,3.351588
1957,"WA",9.821815,,2.413564,9.160453,3.306813
1958,"WA",9.795951,,2.452393,9.150125,3.229132
1959,"WA",9.832386,,2.488394,9.220995,3.056955
1960,"WA",9.838174,11.41562,2.475934,9.284139,2.770176
1961,"WA",9.868011,,2.372971,9.506339,1.808362
1962,"WA",9.914751,,2.17566,9.728935,.9290791
1963,"WA",9.921806,,1.897054,9.875968,.2291918
1964,"WA",9.953048,,1.62828,9.897542,.2775288
1965,"WA",10.0106,,1.409845,9.801629,1.044879
1966,"WA",10.07761,,1.422625,9.704464,1.865749
1967,"WA",10.10088,,1.776175,9.639328,2.307749
1968,"WA",10.13601,,1.858201,9.63982,2.480927
1969,"WA",10.14842,,1.882858,9.634686,2.56866
1970,"WA",10.11787,11.60472,1.794157,9.700585,2.086406
1971,"WA",10.11514,,1.760364,9.710383,2.023787
1972,"WA",10.16132,,1.710896,9.743327,2.089944
1973,"WA",10.21528,,1.718187,9.781847,2.167187
1974,"WA",10.21952,,1.718392,9.779514,2.200012
1975,"WA",10.23566,,1.645503,9.8016,2.170324
1976,"WA",10.27166,,1.622248,9.813761,2.2895
1977,"WA",10.2932,,1.627998,9.821815,2.356911
1978,"WA",10.34337,,1.687498,9.795951,2.737112
1979,"WA",10.34599,,1.762028,9.832386,2.568016
1980,"WA",10.3127,12.03817,1.875815,9.838174,2.372627
1981,"WA",10.30503,,1.925354,9.868011,2.185097
1982,"WA",10.29475,,1.870289,9.914751,1.899991
1983,"WA",10.31859,,1.875896,9.921806,1.983919
1984,"WA",10.33744,,1.915951,9.953048,1.921978
1985,"WA",10.3477,,1.970377,10.0106,1.685462
1986,"WA",10.38276,,1.880412,10.07761,1.525712
1987,"WA",10.38931,,1.780748,10.10088,1.44218
1988,"WA",10.40703,,1.749506,10.13601,1.355109
1989,"WA",10.43616,,1.752501,10.14842,1.438708
1990,"WA",10.44833,12.00779,1.804938,10.11787,1.652317
1991,"WA",10.45413,,1.88529,10.11514,1.694956
1992,"WA",10.47183,,2.018161,10.16132,1.552553
1993,"WA",10.46789,,2.087359,10.21528,1.263018
1994,"WA",10.47992,,2.077198,10.21952,1.302023
1995,"WA",10.48606,,2.075715,10.23566,1.251998
1996,"WA",10.51821,,2.057862,10.27166,1.232762
1997,"WA",10.55202,,2.041626,10.2932,1.294117
1998,"WA",10.61117,,1.975832,10.34337,1.339002
1999,"WA",10.64662,,1.878362,10.34599,1.503143
2000,"WA",10.67363,12.3209,1.76249,10.3127,1.804638
2001,"WA",10.66256,,1.729112,10.30503,1.787648
2002,"WA",10.65174,,1.736498,10.29475,1.784949
2003,"WA",10.65255,,1.751428,10.31859,1.669779
2004,"WA",10.69327,,1.761909,10.33744,1.779127
2005,"WA",10.68511,,1.760616,10.3477,1.68704
2006,"WA",10.71952,,1.79101,10.38276,1.683822
2007,"WA",10.76313,,1.773663,10.38931,1.869059
2008,"WA",10.7654,,1.733198,10.40703,1.791863
2009,"WA",10.71147,,1.699328,10.43616,1.376553
2010,"WA",10.70392,12.57896,1.594353,10.44833,1.277938
1880,"WI",8.164096,,,,
1900,"WI",8.1788,,2.264352,8.164096,.0735188
1920,"WI",8.849684,,1.203423,8.1788,3.354421
1929,"WI",9.10123,,,,
