year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
1964,"MI",9.994528,,2.02641,9.805573,.9447765
1965,"MI",10.06464,,2.120934,9.734694,1.649747
1966,"MI",10.10635,,1.854706,9.654604,2.25872
1967,"MI",10.10679,,1.755309,9.616738,2.450275
1968,"MI",10.16004,,1.681094,9.606789,2.766247
1969,"MI",10.16338,,1.63487,9.594764,2.843103
1970,"MI",10.11998,11.55272,1.641364,9.702025,2.089782
1971,"MI",10.14686,,1.61375,9.72596,2.104506
1972,"MI",10.21425,,1.526732,9.75314,2.305527
1973,"MI",10.2648,,1.425071,9.84936,2.077208
1974,"MI",10.2253,,1.270046,9.783242,2.210293
1975,"MI",10.20014,,1.116595,9.862451,1.688428
1976,"MI",10.26141,,.998497,9.864659,1.983747
1977,"MI",10.31272,,.9524202,9.846795,2.329645
1978,"MI",10.34112,,.912447,9.787825,2.766476
1979,"MI",10.32361,,.8730602,9.828807,2.474031
1980,"MI",10.26348,11.59578,.8337498,9.846922,2.082801
1981,"MI",10.23873,,.7711792,9.83315,2.027922
1982,"MI",10.21856,,.694561,9.889752,1.644063
1983,"MI",10.25094,,.5792618,9.928875,1.610303
1984,"MI",10.3096,,.5007839,9.994528,1.575346
1985,"MI",10.3522,,.4128265,10.06464,1.437774
1986,"MI",10.38907,,.349226,10.10635,1.413598
1987,"MI",10.38146,,.3129864,10.10679,1.373339
1988,"MI",10.39753,,.2914762,10.16004,1.187477
1989,"MI",10.4179,,.2619505,10.16338,1.272569
1990,"MI",10.40043,11.5752,.2278328,10.11998,1.40223
1991,"MI",10.3809,,.233326,10.14686,1.170216
1992,"MI",10.40464,,.2456093,10.21425,.9519958
1993,"MI",10.41725,,.2516937,10.2648,.762248
1994,"MI",10.46289,,.261116,10.2253,1.187925
1995,"MI",10.47122,,.3026676,10.20014,1.355443
1996,"MI",10.4778,,.3398037,10.26141,1.081944
1997,"MI",10.49825,,.3437996,10.31272,.9276438
1998,"MI",10.54228,,.339241,10.34112,1.005812
1999,"MI",10.55535,,.3387356,10.32361,1.158676
2000,"MI",10.57616,11.94529,.362978,10.26348,1.563382
2001,"MI",10.56909,,.4074192,10.23873,1.651773
2002,"MI",10.56131,,.4710579,10.21856,1.713729
2003,"MI",10.57248,,.5208683,10.25094,1.607723
2004,"MI",10.56824,,.5269814,10.3096,1.29323
2005,"MI",10.55897,,.5101013,10.3522,1.033845
2006,"MI",10.54897,,.4743195,10.38907,.7994986
2007,"MI",10.55951,,.4243565,10.38146,.890255
2008,"MI",10.54237,,.3805065,10.39753,.7241678
2009,"MI",10.49067,,.3385735,10.4179,.3638601
2010,"MI",10.49926,11.9466,.2951813,10.40043,.4941368
1880,"MN",8.277885,,,,
1900,"MN",8.641454,,4.039412,8.277885,1.817842
1920,"MN",8.792796,,1.54839,8.641454,.756712
1929,"MN",8.97997,,,,
1930,"MN",8.920546,10.98632,,,
1931,"MN",8.833367,,,,
1932,"MN",8.702018,,,,
1933,"MN",8.59965,,,,
1934,"MN",8.716346,,,,
1935,"MN",8.917647,,,,
1936,"MN",8.955983,,,,
1937,"MN",9.049387,,,,
1938,"MN",8.981734,,,,
1939,"MN",9.043534,,,,
1940,"MN",9.048566,10.81133,.7797575,8.792796,1.278849
1941,"MN",9.162536,,,,
1942,"MN",9.316936,,,,
1943,"MN",9.432104,,,,
1944,"MN",9.475766,,,,
1945,"MN",9.550729,,,,
1946,"MN",9.537621,,,,
1947,"MN",9.466485,,,,
1948,"MN",9.52224,,,,
1949,"MN",9.450114,,.6601143,8.97997,2.350721
1950,"MN",9.516932,11.21649,.7568693,8.920546,2.981935
1951,"MN",9.538174,,.7052946,8.833367,3.524032
1952,"MN",9.551942,,.6775665,8.702018,4.24962
1953,"MN",9.590989,,.6597042,8.59965,4.956694
1954,"MN",9.592381,,.7209444,8.716346,4.380178
1955,"MN",9.633064,,.774169,8.917647,3.577085
1956,"MN",9.645167,,.8490372,8.955983,3.445921
1957,"MN",9.661178,,.8793354,9.049387,3.058953
1958,"MN",9.676789,,.9258127,8.981734,3.475275
1959,"MN",9.691337,,.9725857,9.043534,3.239012
1960,"MN",9.71824,11.50548,1.0253,9.048566,3.34837
1961,"MN",9.745234,,1.219449,9.162536,2.913494
1962,"MN",9.776002,,1.386962,9.316936,2.295332
1963,"MN",9.817073,,1.584482,9.432104,1.924844
1964,"MN",9.835544,,1.71875,9.475766,1.798887
1965,"MN",9.910227,,1.744552,9.550729,1.79749
1966,"MN",9.956334,,1.393909,9.537621,2.093568
1967,"MN",9.98691,,1.345,9.466485,2.602124
1968,"MN",10.03,,1.277642,9.52224,2.538819
1969,"MN",10.06943,,1.2359,9.450114,3.096571
1970,"MN",10.08405,11.57875,1.20697,9.516932,2.835612
1971,"MN",10.09406,,1.233134,9.538174,2.779422
1972,"MN",10.14256,,1.219425,9.551942,2.95311
1973,"MN",10.24083,,1.210117,9.590989,3.249192
1974,"MN",10.2079,,1.124959,9.592381,3.077579
1975,"MN",10.18811,,1.066031,9.633064,2.775207
1976,"MN",10.20838,,.9990597,9.645167,2.816081
1977,"MN",10.25946,,.9761524,9.661178,2.9914
1978,"MN",10.29698,,.9480429,9.676789,3.100939
1979,"MN",10.29014,,.910306,9.691337,2.994013
1980,"MN",10.25746,11.92675,.8811235,9.71824,2.696095
1981,"MN",10.25509,,.8484507,9.745234,2.549257
1982,"MN",10.2604,,.8107948,9.776002,2.422013
1983,"MN",10.28022,,.7973385,9.817073,2.315722
1984,"MN",10.35716,,.7788229,9.835544,2.608066
1985,"MN",10.37494,,.7631493,9.910227,2.323575
1986,"MN",10.40759,,.7534027,9.956334,2.256274
1987,"MN",10.42876,,.7311296,9.98691,2.209268
1988,"MN",10.42425,,.7428932,10.03,1.97125
1989,"MN",10.4544,,.7176971,10.06943,1.924872
1990,"MN",10.45203,11.77497,.7014561,10.08405,1.83989
1991,"MN",10.43183,,.7114029,10.09406,1.688862
1992,"MN",10.45903,,.7532263,10.14256,1.582313
1993,"MN",10.44327,,.7963467,10.24083,1.01222
1994,"MN",10.48087,,.8386326,10.2079,1.36487
1995,"MN",10.50133,,.8574295,10.18811,1.566124
1996,"MN",10.54134,,.8745146,10.20838,1.664767
1997,"MN",10.56485,,.8985853,10.25946,1.526947
1998,"MN",10.62673,,.9197187,10.29698,1.64875
1999,"MN",10.64796,,.9401083,10.29014,1.789098
2000,"MN",10.67943,12.00245,.9438086,10.25746,2.109866
2001,"MN",10.6741,,.9607363,10.25509,2.095051
2002,"MN",10.67984,,.9729433,10.2604,2.097178
2003,"MN",10.69138,,.9952354,10.28022,2.055831
2004,"MN",10.72116,,1.009326,10.35716,1.820011
2005,"MN",10.71526,,1.008682,10.37494,1.70157
2006,"MN",10.72701,,1.026502,10.40759,1.597085
2007,"MN",10.75002,,1.033134,10.42876,1.606293
2008,"MN",10.75089,,.9996891,10.42425,1.633196
2009,"MN",10.69768,,.9836388,10.4544,1.216373
2010,"MN",10.71042,12.28549,.9520245,10.45203,1.291914
1880,"MO",8.168336,,,,
1900,"MO",8.545526,,1.797848,8.168336,1.885948
1920,"MO",8.809733,,.4570866,8.545526,1.321039
1929,"MO",9.021101,,,,
1930,"MO",8.944643,10.92712,,,
1931,"MO",8.902347,,,,
1932,"MO",8.711207,,,,
1933,"MO",8.676022,,,,
1934,"MO",8.741961,,,,
1935,"MO",8.853966,,,,
1936,"MO",8.944027,,,,
1937,"MO",8.992597,,,,
1938,"MO",8.947782,,,,
1939,"MO",9.019724,,,,
1940,"MO",9.043801,10.57688,.5317163,8.809733,1.17034
1941,"MO",9.204502,,,,
1942,"MO",9.331263,,,,
1943,"MO",9.452324,,,,
1944,"MO",9.538919,,,,
1945,"MO",9.572858,,,,
1946,"MO",9.541322,,,,
1947,"MO",9.433947,,,,
1948,"MO",9.471302,,,,
1949,"MO",9.451386,,.3466177,9.021101,2.151427
1950,"MO",9.513274,11.01774,.4181147,8.944643,2.843156
1951,"MO",9.522875,,.3936815,8.902347,3.102641
1952,"MO",9.569751,,.2929068,8.711207,4.292717
1953,"MO",9.60766,,.3170586,8.676022,4.658194
1954,"MO",9.594777,,.3593922,8.741961,4.264083
1955,"MO",9.651643,,.4238558,8.853966,3.988385
1956,"MO",9.684287,,.4548597,8.944027,3.701301
1957,"MO",9.673165,,.4952049,8.992597,3.402843
1958,"MO",9.709752,,.5087852,8.947782,3.809853
1959,"MO",9.742888,,.5914116,9.019724,3.615823
1960,"MO",9.740104,11.3448,.666666,9.043801,3.481512
1961,"MO",9.757581,,.6550264,9.204502,2.765393
1962,"MO",9.798248,,.6458998,9.331263,2.334929
1963,"MO",9.826151,,.8653784,9.452324,1.869135
1964,"MO",9.856642,,1.112342,9.538919,1.588612
1965,"MO",9.918755,,1.201234,9.572858,1.729484
1966,"MO",9.945673,,.9251118,9.541322,2.021756
1967,"MO",9.974036,,.8283663,9.433947,2.700448
1968,"MO",10.02798,,.8628082,9.471302,2.783365
1969,"MO",10.01334,,.891819,9.451386,2.809782
1970,"MO",10.03469,11.35525,.8353138,9.513274,2.607098
1971,"MO",10.05789,,.8117199,9.522875,2.675071
1972,"MO",10.10454,,.8977795,9.569751,2.673926
1973,"MO",10.14702,,.8601427,9.60766,2.696781
1974,"MO",10.10978,,.8145428,9.594777,2.57503
1975,"MO",10.10938,,.7420397,9.651643,2.288704
1976,"MO",10.14508,,.7363749,9.684287,2.303977
1977,"MO",10.18343,,.7274675,9.673165,2.551332
1978,"MO",10.21444,,.7579422,9.709752,2.523451
1979,"MO",10.21429,,.6912756,9.742888,2.357011
1980,"MO",10.16285,11.535,.6453228,9.740104,2.113729
1981,"MO",10.17424,,.6290627,9.757581,2.083302
1982,"MO",10.18215,,.6172228,9.798248,1.919527
1983,"MO",10.21142,,.5916786,9.826151,1.926365
1984,"MO",10.26615,,.5668831,9.856642,2.047534
1985,"MO",10.29263,,.5638647,9.918755,1.869369
1986,"MO",10.31915,,.5243158,9.945673,1.86739
1987,"MO",10.32838,,.5400372,9.974036,1.771741
1988,"MO",10.33851,,.5328894,10.02798,1.552691
1989,"MO",10.3525,,.4685545,10.01334,1.695771
1990,"MO",10.3378,11.56191,.4528522,10.03469,1.515508
1991,"MO",10.3377,,.453229,10.05789,1.399031
1992,"MO",10.36151,,.465579,10.10454,1.284866
1993,"MO",10.36379,,.4947138,10.14702,1.083879
1994,"MO",10.39144,,.5337524,10.10978,1.408267
1995,"MO",10.40068,,.5735445,10.10938,1.45648
1996,"MO",10.41936,,.5935669,10.14508,1.371379
1997,"MO",10.44788,,.6168365,10.18343,1.322231
1998,"MO",10.48557,,.6268167,10.21444,1.355634
1999,"MO",10.49468,,.6444693,10.21429,1.401925
2000,"MO",10.52324,11.69385,.6517935,10.16285,1.801958
2001,"MO",10.52179,,.6716394,10.17424,1.737738
2002,"MO",10.52853,,.7040548,10.18215,1.731887
2003,"MO",10.53732,,.7199669,10.21142,1.629491
2004,"MO",10.55698,,.7216311,10.26615,1.454134
2005,"MO",10.55413,,.7334709,10.29263,1.307497
2006,"MO",10.56819,,.7557774,10.31915,1.245174
2007,"MO",10.59101,,.7606792,10.32838,1.313152
2008,"MO",10.60962,,.7667208,10.33851,1.355543
2009,"MO",10.56894,,.7841396,10.3525,1.082239
2010,"MO",10.56275,11.85434,.7812214,10.3378,1.124749
1880,"MS",7.530099,,,,
1900,"MS",7.743587,,1.57722,7.530099,1.067438
1920,"MS",8.080335,,.7174349,7.743587,1.683741
1929,"MS",8.217454,,,,
1930,"MS",7.902074,10.25788,,,
1931,"MS",7.842959,,,,
1932,"MS",7.621359,,,,
1933,"MS",7.705965,,,,
1934,"MS",7.954174,,,,
1935,"MS",7.971992,,,,
1936,"MS",8.20363,,,,
1937,"MS",8.15641,,,,
1938,"MS",8.062985,,,,
1939,"MS",8.103027,,,,
1940,"MS",8.145973,9.877863,.9746361,8.080335,.3281927
1941,"MS",8.458611,,,,
1942,"MS",8.716164,,,,
1943,"MS",8.855084,,,,
1944,"MS",9.0022,,,,
1945,"MS",8.98033,,,,
1946,"MS",8.87065,,,,
1947,"MS",8.82227,,,,
1948,"MS",8.924091,,,,
1949,"MS",8.815127,,.2131128,8.217454,2.988367
1950,"MS",8.892595,10.58687,.4067278,7.902074,4.952607
1951,"MS",8.916552,,.4067659,7.842959,5.367961
1952,"MS",8.962029,,.3562641,7.621359,6.703346
1953,"MS",8.98918,,.1789331,7.705965,6.416073
1954,"MS",8.967238,,.0340319,7.954174,5.065322
1955,"MS",9.094337,,-.0024271,7.971992,5.61172
1956,"MS",9.08529,,.0336742,8.20363,4.408298
1957,"MS",9.062258,,.0047874,8.15641,4.529238
1958,"MS",9.117182,,-.0973177,8.062985,5.270982
1959,"MS",9.185696,,-.0696707,8.103027,5.413342
1960,"MS",9.160793,11.0229,.0137711,8.145973,5.0741
1961,"MS",9.217289,,.0409651,8.458611,3.793392
1962,"MS",9.233646,,.0876999,8.716164,2.587414
1963,"MS",9.317494,,-.0244474,8.855084,2.31205
1964,"MS",9.34217,,.2798891,9.0022,1.699848
1965,"MS",9.406135,,.3863192,8.98033,2.129021
1966,"MS",9.463093,,.4009581,8.87065,2.962213
1967,"MS",9.520186,,.2768278,8.82227,3.48958
1968,"MS",9.573241,,.333066,8.924091,3.245749
1969,"MS",9.617573,,.3136921,8.815127,4.012227
1970,"MS",9.651704,11.13069,.1026344,8.892595,3.795543
1971,"MS",9.69146,,.2315617,8.916552,3.87454
1972,"MS",9.772242,,.348382,8.962029,4.051065
1973,"MS",9.830765,,.5500793,8.98918,4.207926
1974,"MS",9.811848,,.7093382,8.967238,4.223046
1975,"MS",9.795193,,.7636547,9.094337,3.504281
1976,"MS",9.859906,,.7638788,9.08529,3.873081
1977,"MS",9.894577,,.8193874,9.062258,4.161596
1978,"MS",9.918756,,.8812189,9.117182,4.007869
1979,"MS",9.929326,,.7980108,9.185696,3.718152
1980,"MS",9.878832,11.37903,.7306719,9.160793,3.590193
1981,"MS",9.893543,,.7030106,9.217289,3.381271
1982,"MS",9.882232,,.654664,9.233646,3.242927
1983,"MS",9.890932,,.67379,9.317494,2.867188
1984,"MS",9.938631,,.7005596,9.34217,2.982306
1985,"MS",9.953618,,.7088709,9.406135,2.737417
1986,"MS",9.966827,,.7216978,9.463093,2.518673
1987,"MS",9.990569,,.7499552,9.520186,2.351913
1988,"MS",10.01863,,.7543421,9.573241,2.22693
1989,"MS",10.04916,,.7402945,9.617573,2.15796
1990,"MS",10.04478,11.29081,.7467365,9.651704,1.965375
1991,"MS",10.05067,,.6860781,9.69146,1.796036
1992,"MS",10.08455,,.6426239,9.772242,1.561522
1993,"MS",10.10658,,.6107569,9.830765,1.379066
1994,"MS",10.14931,,.613265,9.811848,1.687288
1995,"MS",10.1608,,.6308603,9.795193,1.828055
1996,"MS",10.18296,,.6143999,9.859906,1.615286
1997,"MS",10.20359,,.6064463,9.894577,1.545076
1998,"MS",10.24315,,.5992603,9.918756,1.621957
1999,"MS",10.2513,,.6012058,9.929326,1.609874
2000,"MS",10.26576,11.46345,.6018209,9.878832,1.934652
2001,"MS",10.29449,,.5829287,9.893543,2.004752
2002,"MS",10.29258,,.5580664,9.882232,2.051754
2003,"MS",10.30569,,.5535269,9.890932,2.073793
2004,"MS",10.33355,,.5694008,9.938631,1.974602
2005,"MS",10.36724,,.5791664,9.953618,2.068095
2006,"MS",10.37068,,.5669022,9.966827,2.019238
2007,"MS",10.4076,,.6167173,9.990569,2.085137
2008,"MS",10.41133,,.6656837,10.01863,1.963511
2009,"MS",10.38007,,.696044,10.04916,1.654549
2010,"MS",10.38823,11.46802,.7060575,10.04478,1.717262
1880,"MT",9.240931,,,,
1900,"MT",9.335924,,9.133925,9.240931,.474968
1920,"MT",8.88082,,4.067407,9.335924,-2.275519
1929,"MT",8.974443,,,,
1930,"MT",8.829927,10.38875,,,
1931,"MT",8.662632,,,,
1932,"MT",8.620909,,,,
1933,"MT",8.559875,,,,
1934,"MT",8.731331,,,,
1935,"MT",8.973433,,,,
1936,"MT",8.96628,,,,
1937,"MT",9.002997,,,,
1938,"MT",9.025672,,,,
1939,"MT",9.070286,,,,
1940,"MT",9.128557,10.20613,.0823116,8.88082,1.238685
1941,"MT",9.303119,,,,
1942,"MT",9.437094,,,,
1943,"MT",9.622004,,,,
1944,"MT",9.632945,,,,
1945,"MT",9.630783,,,,
1946,"MT",9.629908,,,,
1947,"MT",9.617085,,,,
1948,"MT",9.64239,,,,
1949,"MT",9.51363,,.4119444,8.974443,2.695932
1950,"MT",9.664509,10.91894,.4773951,8.829927,4.172907
1951,"MT",9.675955,,.4933548,8.662632,5.066614
1952,"MT",9.664981,,.5434418,8.620909,5.220361
1953,"MT",9.650755,,.6491375,8.559875,5.454402
1954,"MT",9.621978,,.6768227,8.731331,4.453235
1955,"MT",9.69397,,.7264042,8.973433,3.602681
1956,"MT",9.697953,,.8449793,8.96628,3.658366
1957,"MT",9.693192,,.9281254,9.002997,3.450975
1958,"MT",9.706667,,.9387112,9.025672,3.404975
1959,"MT",9.673184,,.9340763,9.070286,3.014493
1960,"MT",9.681767,11.3448,.9813118,9.128557,2.766051
1961,"MT",9.64514,,1.241202,9.303119,1.710105
1962,"MT",9.793411,,1.462345,9.437094,1.781588
1963,"MT",9.764335,,1.876698,9.622004,.7116556
1964,"MT",9.765821,,2.023787,9.632945,.664382
1965,"MT",9.822265,,1.960497,9.630783,.957408
1966,"MT",9.862655,,1.594038,9.629908,1.163735
1967,"MT",9.859373,,1.398153,9.617085,1.211438
1968,"MT",9.869748,,1.279073,9.64239,1.136789
1969,"MT",9.933231,,.9929562,9.51363,2.098007
1970,"MT",9.973011,11.33877,.8091879,9.664509,1.542511
1971,"MT",9.974858,,.8824205,9.675955,1.494517
1972,"MT",10.08105,,.8889771,9.664981,2.080345
1973,"MT",10.15993,,.8310699,9.650755,2.545896
1974,"MT",10.1262,,.8335638,9.621978,2.521095
1975,"MT",10.11882,,.819087,9.69397,2.124271
1976,"MT",10.12734,,.7260466,9.697953,2.146916
1977,"MT",10.12998,,.7267857,9.693192,2.183919
1978,"MT",10.20167,,.8158684,9.706667,2.475033
1979,"MT",10.16206,,.8259726,9.673184,2.444353
1980,"MT",10.1337,11.76952,.7491541,9.681767,2.259645
1981,"MT",10.15514,,.6670046,9.64514,2.55002
1982,"MT",10.13777,,.7068014,9.793411,1.721802
1983,"MT",10.14544,,.7331991,9.764335,1.905503
1984,"MT",10.15288,,.7539511,9.765821,1.935296
1985,"MT",10.13022,,.7625675,9.822265,1.539783
1986,"MT",10.16059,,.7030392,9.862655,1.489692
1987,"MT",10.16431,,.6920671,9.859373,1.524696
1988,"MT",10.15387,,.6689072,9.869748,1.420612
1989,"MT",10.20242,,.7084131,9.933231,1.345944
1990,"MT",10.20173,11.50691,.6891727,9.973011,1.143603
1991,"MT",10.21778,,.6495714,9.974858,1.214619
1992,"MT",10.2249,,.6913137,10.08105,.7192469
1993,"MT",10.24897,,.747962,10.15993,.4451704
1994,"MT",10.23501,,.777936,10.1262,.5440712
1995,"MT",10.23755,,.7849026,10.11882,.5936241
1996,"MT",10.24628,,.7781649,10.12734,.5947351
1997,"MT",10.26288,,.714612,10.12998,.664506
1998,"MT",10.31621,,.6474257,10.20167,.5726719
1999,"MT",10.3213,,.6432152,10.16206,.796237
2000,"MT",10.35034,11.79531,.6806326,10.1337,1.083221
2001,"MT",10.39725,,.656743,10.15514,1.210556
2002,"MT",10.39535,,.6284761,10.13777,1.287899
2003,"MT",10.42157,,.6098747,10.14544,1.380682
2004,"MT",10.45932,,.6239414,10.15288,1.532221
2005,"MT",10.48087,,.6692982,10.13022,1.753263
2006,"MT",10.5059,,.7882643,10.16059,1.726546
2007,"MT",10.53696,,.9045076,10.16431,1.863227
2008,"MT",10.54293,,.9951305,10.15387,1.945305
2009,"MT",10.49643,,1.037269,10.20242,1.470032
2010,"MT",10.51005,12.04099,1.068726,10.20173,1.541595
1880,"NC",7.27395,,,,
1900,"NC",7.581527,,1.511488,7.27395,1.537886
1920,"NC",8.310798,,1.50537,7.581527,3.646352
1929,"NC",8.383982,,,,
1930,"NC",8.278443,10.54472,,,
1931,"NC",8.209309,,,,
1932,"NC",8.027,,,,
1933,"NC",8.18113,,,,
1934,"NC",8.34722,,,,
1935,"NC",8.404276,,,,
1936,"NC",8.483157,,,,
1937,"NC",8.536819,,,,
1938,"NC",8.459441,,,,
1939,"NC",8.543216,,,,
1940,"NC",8.566748,10.29365,1.670103,8.310798,1.27975
1941,"NC",8.78413,,,,
1942,"NC",8.985824,,,,
1943,"NC",9.121098,,,,
1944,"NC",9.201858,,,,
1945,"NC",9.251099,,,,
1946,"NC",9.219809,,,,
1947,"NC",9.122516,,,,
1948,"NC",9.153782,,,,
1949,"NC",9.133335,,1.109014,8.383982,3.746767
1950,"NC",9.228837,10.75103,1.251836,8.278443,4.751968
1951,"NC",9.255951,,1.288571,8.209309,5.233212
1952,"NC",9.267756,,1.208134,8.027,6.203775
1953,"NC",9.295028,,1.158371,8.18113,5.569487
1954,"NC",9.304371,,1.116929,8.34722,4.785752
1955,"NC",9.364435,,1.220837,8.404276,4.800797
1956,"NC",9.399216,,1.264701,8.483157,4.580293
1957,"NC",9.35715,,1.274757,8.536819,4.101653
1958,"NC",9.383164,,1.203318,8.459441,4.618616
1959,"NC",9.424805,,1.189728,8.543216,4.407945
1960,"NC",9.438685,11.03547,1.232419,8.566748,4.359689
1961,"NC",9.46453,,1.299181,8.78413,3.401999
1962,"NC",9.516581,,1.354489,8.985824,2.653785
1963,"NC",9.546776,,1.321001,9.121098,2.128391
1964,"NC",9.60218,,1.396246,9.201858,2.00161
1965,"NC",9.649335,,1.611714,9.251099,1.991181
1966,"NC",9.718866,,1.364074,9.219809,2.495289
1967,"NC",9.756067,,1.360931,9.122516,3.167758
1968,"NC",9.801966,,1.327734,9.153782,3.240919
1969,"NC",9.854698,,1.259127,9.133335,3.606815
1970,"NC",9.871028,11.26976,1.129613,9.228837,3.210955
1971,"NC",9.895392,,1.164761,9.255951,3.197207
1972,"NC",9.969215,,1.26894,9.267756,3.507299
1973,"NC",10.02136,,1.336446,9.295028,3.631673
1974,"NC",10.00057,,1.395664,9.304371,3.480992
1975,"NC",9.97754,,1.330371,9.364435,3.065524
1976,"NC",10.02185,,1.304464,9.399216,3.11317
1977,"NC",10.03804,,1.303091,9.35715,3.40445
1978,"NC",10.07502,,1.356869,9.383164,3.459263
1979,"NC",10.06045,,1.317134,9.424805,3.178234
1980,"NC",10.0343,11.51574,1.27305,9.438685,2.978077
1981,"NC",10.04695,,1.224251,9.46453,2.912116
1982,"NC",10.0475,,1.229444,9.516581,2.654614
1983,"NC",10.09403,,1.240311,9.546776,2.736254
1984,"NC",10.16606,,1.248469,9.60218,2.819395
1985,"NC",10.19841,,1.257792,9.649335,2.745376
1986,"NC",10.24172,,1.277752,9.718866,2.614293
1987,"NC",10.26728,,1.285415,9.756067,2.556067
1988,"NC",10.30113,,1.292872,9.801966,2.495799
1989,"NC",10.32409,,1.331019,9.854698,2.346935
1990,"NC",10.31548,11.65752,1.338239,9.871028,2.222257
1991,"NC",10.30274,,1.329017,9.895392,2.036715
1992,"NC",10.33843,,1.320748,9.969215,1.84607
1993,"NC",10.35135,,1.344333,10.02136,1.649923
1994,"NC",10.372,,1.373386,10.00057,1.857147
1995,"NC",10.39069,,1.414332,9.97754,2.065763
1996,"NC",10.41117,,1.466966,10.02185,1.946607
1997,"NC",10.44128,,1.503367,10.03804,2.016187
1998,"NC",10.48092,,1.538916,10.07502,2.029495
1999,"NC",10.49878,,1.574821,10.06045,2.191663
2000,"NC",10.524,11.88006,1.574059,10.0343,2.448516
2001,"NC",10.51204,,1.604295,10.04695,2.32542
2002,"NC",10.49879,,1.622338,10.0475,2.256408
2003,"NC",10.49389,,1.631932,10.09403,1.999297
2004,"NC",10.52686,,1.637864,10.16606,1.803985
2005,"NC",10.54328,,1.653652,10.19841,1.724353
2006,"NC",10.5492,,1.720104,10.24172,1.537356
2007,"NC",10.56941,,1.766896,10.26728,1.510653
2008,"NC",10.55527,,1.811094,10.30113,1.270723
2009,"NC",10.50823,,1.820731,10.32409,.9207201
2010,"NC",10.50747,11.9205,1.805143,10.31548,.9599447
1880,"ND",8.649366,,,,
1900,"ND",8.654263,,5.88975,8.649366,.0244808
1920,"ND",8.562901,,3.5325,8.654263,-.4568052
1929,"ND",8.522074,,,,
1930,"ND",8.342972,10.54435,,,
1931,"ND",7.972888,,,,
1932,"ND",7.987845,,,,
1933,"ND",7.872237,,,,
1934,"ND",8.045261,,,,
1935,"ND",8.408963,,,,
1936,"ND",8.263627,,,,
1937,"ND",8.54007,,,,
1938,"ND",8.422113,,,,
1939,"ND",8.551174,,,,
1940,"ND",8.64952,10.19087,-.053401,8.562901,.4330921
1941,"ND",8.995637,,,,
1942,"ND",9.125126,,,,
1943,"ND",9.439395,,,,
1944,"ND",9.486311,,,,
1945,"ND",9.47707,,,,
1946,"ND",9.438864,,,,
1947,"ND",9.611433,,,,
1948,"ND",9.535205,,,,
1949,"ND",9.374854,,-.6065655,8.522074,4.263902
1950,"ND",9.484872,10.84725,-.4846239,8.342972,5.7095
1951,"ND",9.471547,,-.5925894,7.972888,7.493298
1952,"ND",9.358397,,-.5300903,7.987845,6.852763
1953,"ND",9.364447,,-.5070591,7.872237,7.46105
1954,"ND",9.378513,,-.4758072,8.045261,6.66626
1955,"ND",9.475919,,-.4282808,8.408963,5.334778
1956,"ND",9.505808,,-.3995848,8.263627,6.210904
1957,"ND",9.500106,,-.3395128,8.54007,4.800181
1958,"ND",9.625464,,-.3273296,8.422113,6.016755
1959,"ND",9.516792,,-.2060509,8.551174,4.828091
1960,"ND",9.581507,11.23842,-.0470972,8.64952,4.659934
1961,"ND",9.4642,,.2070379,8.995637,2.342815
1962,"ND",9.80347,,.4429102,9.125126,3.391719
1963,"ND",9.701582,,.8254004,9.439395,1.310935
1964,"ND",9.673293,,.9751844,9.486311,.9349108
1965,"ND",9.809793,,.8824205,9.47707,1.663613
1966,"ND",9.795789,,.6335497,9.438864,1.784625
1967,"ND",9.799524,,.3988838,9.611433,.9404564
1968,"ND",9.807288,,.3415155,9.535205,1.360416
1969,"ND",9.872084,,.197072,9.374854,2.486148
1970,"ND",9.866277,11.26704,-.0012016,9.484872,1.907024
1971,"ND",9.954965,,.1841402,9.471547,2.417088
1972,"ND",10.09532,,.1851559,9.358397,3.684597
1973,"ND",10.37627,,.1886082,9.364447,5.059118
1974,"ND",10.26005,,.1864338,9.378513,4.407659
1975,"ND",10.21322,,.187254,9.475919,3.686519
1976,"ND",10.12802,,.2566957,9.505808,3.111072
1977,"ND",10.09913,,.294795,9.500106,2.995119
1978,"ND",10.25762,,.355444,9.625464,3.160753
1979,"ND",10.17395,,.2689457,9.516792,3.285766
1980,"ND",9.998325,11.71186,.1581955,9.581507,2.084093
1981,"ND",10.16616,,.142293,9.4642,3.509789
1982,"ND",10.17301,,.2448654,9.80347,1.847692
1983,"ND",10.17777,,.24755,9.701582,2.380962
1984,"ND",10.2074,,.236969,9.673293,2.670541
1985,"ND",10.20917,,.2110386,9.809793,1.996908
1986,"ND",10.21385,,.1710224,9.795789,2.090297
1987,"ND",10.22039,,.2730799,9.799524,2.104311
1988,"ND",10.10849,,.2690363,9.807288,1.50599
1989,"ND",10.18874,,.200057,9.872084,1.58329
1990,"ND",10.23506,11.3988,.1498985,9.866277,1.843929
1991,"ND",10.21266,,.0720358,9.954965,1.28849
1992,"ND",10.27015,,.0574064,10.09532,.8741617
1993,"ND",10.24385,,.0691319,10.37627,-.6621075
1994,"ND",10.29784,,.0828123,10.26005,.1889515
1995,"ND",10.26193,,.072794,10.21322,.2435255
1996,"ND",10.34594,,.0392771,10.12802,1.089587
