year,stateabbrev,lagliInc,dliInc,sid,highReg
1940,"AL",8.187912,1.195641,"AL",0
1941,"AL",,,"AL",0
1942,"AL",,,"AL",0
1943,"AL",,,"AL",0
1944,"AL",,,"AL",0
1945,"AL",,,"AL",0
1946,"AL",,,"AL",0
1947,"AL",,,"AL",0
1948,"AL",,,"AL",0
1949,"AL",8.358916,3.126073,"AL",0
1950,"AL",8.191359,4.344087,"AL",0
1951,"AL",8.106313,5.09274,"AL",0
1952,"AL",7.883553,6.399415,"AL",0
1953,"AL",7.962873,6.204529,"AL",0
1954,"AL",8.168097,5.034494,"AL",0
1955,"AL",8.186518,5.534935,"AL",0
1956,"AL",8.316171,5.129561,"AL",0
1957,"AL",8.345716,5.05105,"AL",0
1958,"AL",8.271865,5.407381,"AL",0
1959,"AL",8.3218,5.310993,"AL",0
1960,"AL",8.42704,4.802122,"AL",0
1961,"AL",8.666565,3.643909,"AL",0
1962,"AL",8.889807,2.716923,"AL",0
1963,"AL",9.070123,2.015338,"AL",0
1964,"AL",9.168372,1.81993,"AL",0
1965,"AL",9.206307,1.902161,"AL",0
1966,"AL",9.084064,2.693653,"AL",0
1967,"AL",9.012267,3.183098,"AL",0
1968,"AL",9.025072,3.375392,"AL",0
1969,"AL",8.984131,3.813272,"AL",0
1970,"AL",9.060176,3.555579,"AL",0
1971,"AL",9.124861,3.413129,"AL",0
1972,"AL",9.163436,3.538656,"AL",0
1973,"AL",9.203778,3.593264,"AL",0
1974,"AL",9.174995,3.689485,"AL",0
1975,"AL",9.293505,3.133197,"AL",0
1976,"AL",9.342083,3.153143,"AL",0
1977,"AL",9.355926,3.202281,"AL",0
1978,"AL",9.353341,3.396034,"AL",0
1979,"AL",9.383999,3.202233,"AL",0
1980,"AL",9.387465,3.010592,"AL",0
1981,"AL",9.395347,2.986603,"AL",0
1982,"AL",9.433191,2.775459,"AL",0
1983,"AL",9.47319,2.744689,"AL",0
1984,"AL",9.532358,2.715325,"AL",0
1985,"AL",9.58674,2.606664,"AL",0
1986,"AL",9.622794,2.578692,"AL",0
1987,"AL",9.648887,2.533078,"AL",0
1988,"AL",9.70015,2.416844,"AL",0
1989,"AL",9.746785,2.348623,"AL",0
1990,"AL",9.771292,2.2402,"AL",0
1991,"AL",9.807487,2.078233,"AL",0
1992,"AL",9.871167,1.887341,"AL",0
1993,"AL",9.922431,1.626997,"AL",0
1994,"AL",9.912892,1.792722,"AL",0
1995,"AL",9.920144,1.85081,"AL",0
1996,"AL",9.972712,1.616912,"AL",0
1997,"AL",9.996382,1.596322,"AL",0
1998,"AL",10.03255,1.591792,"AL",0
1999,"AL",10.02445,1.687741,"AL",0
2000,"AL",9.989583,1.932063,"AL",0
2001,"AL",9.992667,1.980901,"AL",0
2002,"AL",9.988283,2.060027,"AL",0
2003,"AL",10.02213,1.949472,"AL",0
2004,"AL",10.07542,1.878343,"AL",0
2005,"AL",10.10807,1.814804,"AL",0
2006,"AL",10.13853,1.717992,"AL",0
2007,"AL",10.1555,1.737542,"AL",0
2008,"AL",10.18352,1.602125,"AL",0
2009,"AL",10.21651,1.241832,"AL",0
2010,"AL",10.21933,1.227274,"AL",0
2011,"AL",10.21933,1.227274,"AL",0
2012,"AL",10.21933,.2405815,"AL",0
1940,"AR",8.235553,.5043936,"AR",1
1941,"AR",,,"AR",1
1942,"AR",,,"AR",1
1943,"AR",,,"AR",1
1944,"AR",,,"AR",1
1945,"AR",,,"AR",1
1946,"AR",,,"AR",1
1947,"AR",,,"AR",1
1948,"AR",,,"AR",1
1949,"AR",8.309292,3.249273,"AR",1
1950,"AR",8.033339,4.769564,"AR",1
1951,"AR",8.050933,4.921756,"AR",1
1952,"AR",7.838749,6.241913,"AR",1
1953,"AR",7.893975,6.105502,"AR",1
1954,"AR",8.040858,5.387697,"AR",1
1955,"AR",8.132102,5.410614,"AR",1
1956,"AR",8.292293,4.761424,"AR",1
1957,"AR",8.29659,4.635344,"AR",1
1958,"AR",8.210843,5.17416,"AR",1
1959,"AR",8.301304,5.06331,"AR",1
1960,"AR",8.336432,4.770761,"AR",1
1961,"AR",8.565795,3.933144,"AR",1
1962,"AR",8.81025,2.849097,"AR",1
1963,"AR",8.90446,2.555275,"AR",1
1964,"AR",9.091178,1.911573,"AR",1
1965,"AR",9.145538,1.841698,"AR",1
1966,"AR",9.081475,2.54118,"AR",1
1967,"AR",8.924881,3.461041,"AR",1
1968,"AR",9.023924,3.16556,"AR",1
1969,"AR",8.959146,3.7185,"AR",1
1970,"AR",8.987251,3.710394,"AR",1
1971,"AR",9.035284,3.673759,"AR",1
1972,"AR",9.087132,3.751593,"AR",1
1973,"AR",9.115075,4.081292,"AR",1
1974,"AR",9.118398,4.008875,"AR",1
1975,"AR",9.214225,3.425374,"AR",1
1976,"AR",9.244577,3.49174,"AR",1
1977,"AR",9.223659,3.74373,"AR",1
1978,"AR",9.245675,3.938098,"AR",1
1979,"AR",9.313966,3.468428,"AR",1
1980,"AR",9.290584,3.296742,"AR",1
1981,"AR",9.352424,3.112969,"AR",1
1982,"AR",9.38007,2.927375,"AR",1
1983,"AR",9.415515,2.8724,"AR",1
1984,"AR",9.473493,2.884717,"AR",1
1985,"AR",9.513878,2.804942,"AR",1
1986,"AR",9.589711,2.551875,"AR",1
1987,"AR",9.617089,2.404141,"AR",1
1988,"AR",9.657036,2.336226,"AR",1
1989,"AR",9.702847,2.200141,"AR",1
1990,"AR",9.72933,2.044573,"AR",1
1991,"AR",9.770036,1.87284,"AR",1
1992,"AR",9.83745,1.739149,"AR",1
1993,"AR",9.931334,1.270738,"AR",1
1994,"AR",9.920173,1.435113,"AR",1
1995,"AR",9.8993,1.613626,"AR",1
1996,"AR",9.942925,1.493216,"AR",1
1997,"AR",9.972404,1.40553,"AR",1
1998,"AR",10.03329,1.258197,"AR",1
1999,"AR",10.00765,1.456099,"AR",1
2000,"AR",9.949932,1.810184,"AR",1
2001,"AR",9.975018,1.822314,"AR",1
2002,"AR",9.965545,1.873512,"AR",1
2003,"AR",9.989995,1.869602,"AR",1
2004,"AR",10.05044,1.740708,"AR",1
2005,"AR",10.07487,1.663876,"AR",1
2006,"AR",10.10009,1.609263,"AR",1
2007,"AR",10.09792,1.841412,"AR",1
2008,"AR",10.12428,1.730838,"AR",1
2009,"AR",10.14287,1.502967,"AR",1
2010,"AR",10.13824,1.506133,"AR",1
2011,"AR",10.13824,1.506133,"AR",1
2012,"AR",10.13824,.2902317,"AR",1
1940,"AZ",8.99177,.1206207,"AZ",0
1941,"AZ",,,"AZ",0
1942,"AZ",,,"AZ",0
1943,"AZ",,,"AZ",0
1944,"AZ",,,"AZ",0
1945,"AZ",,,"AZ",0
1946,"AZ",,,"AZ",0
1947,"AZ",,,"AZ",0
1948,"AZ",,,"AZ",0
1949,"AZ",8.985769,2.240753,"AZ",0
1950,"AZ",8.863705,3.026967,"AZ",0
1951,"AZ",8.770864,3.983316,"AZ",0
1952,"AZ",8.584229,5.10047,"AZ",0
1953,"AZ",8.596343,5.005445,"AZ",0
1954,"AZ",8.724185,4.271178,"AZ",0
1955,"AZ",8.840256,3.871932,"AZ",0
1956,"AZ",8.933287,3.611341,"AZ",0
1957,"AZ",8.988145,3.284431,"AZ",0
1958,"AZ",8.954822,3.313222,"AZ",0
1959,"AZ",8.993767,3.30267,"AZ",0
1960,"AZ",9.015894,3.320675,"AZ",0
1961,"AZ",9.201903,2.450466,"AZ",0
1962,"AZ",9.461253,1.253176,"AZ",0
1963,"AZ",9.494744,1.100426,"AZ",0
1964,"AZ",9.521101,1.137428,"AZ",0
1965,"AZ",9.567185,1.02942,"AZ",0
1966,"AZ",9.477519,1.677618,"AZ",0
1967,"AZ",9.401174,2.226415,"AZ",0
1968,"AZ",9.433294,2.436705,"AZ",0
1969,"AZ",9.43392,2.792053,"AZ",0
1970,"AZ",9.469098,2.794824,"AZ",0
1971,"AZ",9.567527,2.467265,"AZ",0
1972,"AZ",9.604323,2.523565,"AZ",0
1973,"AZ",9.597432,2.716389,"AZ",0
1974,"AZ",9.578421,2.676597,"AZ",0
1975,"AZ",9.614642,2.274637,"AZ",0
1976,"AZ",9.655555,2.244129,"AZ",0
1977,"AZ",9.645031,2.418737,"AZ",0
1978,"AZ",9.617466,2.839909,"AZ",0
1979,"AZ",9.654301,2.728133,"AZ",0
1980,"AZ",9.680029,2.508864,"AZ",0
1981,"AZ",9.691997,2.506118,"AZ",0
1982,"AZ",9.711888,2.247386,"AZ",0
1983,"AZ",9.714829,2.407093,"AZ",0
1984,"AZ",9.748587,2.507253,"AZ",0
1985,"AZ",9.773069,2.525039,"AZ",0
1986,"AZ",9.813043,2.483215,"AZ",0
1987,"AZ",9.846457,2.328968,"AZ",0
1988,"AZ",9.920635,1.980572,"AZ",0
1989,"AZ",9.992331,1.60583,"AZ",0
1990,"AZ",10.02806,1.322999,"AZ",0
1991,"AZ",10.06098,1.083407,"AZ",0
1992,"AZ",10.10904,.8401299,"AZ",0
1993,"AZ",10.14071,.7029581,"AZ",0
1994,"AZ",10.11374,.9801006,"AZ",0
1995,"AZ",10.06957,1.258206,"AZ",0
1996,"AZ",10.10438,1.179347,"AZ",0
1997,"AZ",10.12878,1.191044,"AZ",0
1998,"AZ",10.18545,1.155005,"AZ",0
1999,"AZ",10.19993,1.151662,"AZ",0
2000,"AZ",10.1818,1.41325,"AZ",0
2001,"AZ",10.19322,1.36538,"AZ",0
2002,"AZ",10.16137,1.513643,"AZ",0
2003,"AZ",10.19625,1.366639,"AZ",0
2004,"AZ",10.25004,1.31813,"AZ",0
2005,"AZ",10.27808,1.375647,"AZ",0
2006,"AZ",10.30969,1.338377,"AZ",0
2007,"AZ",10.31225,1.382585,"AZ",0
2008,"AZ",10.31675,1.236286,"AZ",0
2009,"AZ",10.3135,.9515285,"AZ",0
2010,"AZ",10.29266,1.01306,"AZ",0
2011,"AZ",10.29266,1.01306,"AZ",0
2012,"AZ",10.29266,.2209387,"AZ",0
1940,"CA",9.346071,.9499645,"CA",1
1941,"CA",,,"CA",1
1942,"CA",,,"CA",1
1943,"CA",,,"CA",1
1944,"CA",,,"CA",1
1945,"CA",,,"CA",1
1946,"CA",,,"CA",1
1947,"CA",,,"CA",1
1948,"CA",,,"CA",1
1949,"CA",9.496279,1.147423,"CA",1
1950,"CA",9.408072,1.900558,"CA",1
1951,"CA",9.334675,2.411218,"CA",1
1952,"CA",9.182886,3.374476,"CA",1
1953,"CA",9.174399,3.473592,"CA",1
1954,"CA",9.241313,3.054476,"CA",1
1955,"CA",9.31236,3.051195,"CA",1
1956,"CA",9.451729,2.519946,"CA",1
1957,"CA",9.44805,2.53715,"CA",1
1958,"CA",9.439402,2.474718,"CA",1
1959,"CA",9.466483,2.570934,"CA",1
1960,"CA",9.536064,2.287607,"CA",1
1961,"CA",9.668825,1.671786,"CA",1
1962,"CA",9.802771,1.163015,"CA",1
1963,"CA",9.929814,.6223536,"CA",1
1964,"CA",9.934515,.8048296,"CA",1
1965,"CA",9.911818,1.04382,"CA",1
1966,"CA",9.88188,1.395926,"CA",1
1967,"CA",9.759459,2.145019,"CA",1
1968,"CA",9.722942,2.526617,"CA",1
1969,"CA",9.725763,2.632527,"CA",1
1970,"CA",9.788183,2.330213,"CA",1
1971,"CA",9.816918,2.202282,"CA",1
1972,"CA",9.857781,2.24463,"CA",1
1973,"CA",9.869118,2.318983,"CA",1
1974,"CA",9.852208,2.371173,"CA",1
1975,"CA",9.922599,2.005472,"CA",1
1976,"CA",9.955718,2.02713,"CA",1
1977,"CA",9.955481,2.16249,"CA",1
1978,"CA",9.934345,2.454181,"CA",1
1979,"CA",9.98067,2.25112,"CA",1
1980,"CA",9.993586,2.08776,"CA",1
1981,"CA",10.00318,2.033992,"CA",1
1982,"CA",10.03537,1.796632,"CA",1
1983,"CA",10.05429,1.818552,"CA",1
1984,"CA",10.09548,1.860247,"CA",1
1985,"CA",10.12058,1.823997,"CA",1
1986,"CA",10.16107,1.747961,"CA",1
1987,"CA",10.18846,1.68787,"CA",1
1988,"CA",10.22827,1.567388,"CA",1
1989,"CA",10.25227,1.445799,"CA",1
1990,"CA",10.25423,1.395769,"CA",1
1991,"CA",10.25737,1.255937,"CA",1
1992,"CA",10.30671,1.020494,"CA",1
1993,"CA",10.33291,.8096457,"CA",1
1994,"CA",10.32644,.8679581,"CA",1
1995,"CA",10.32369,.9609032,"CA",1
1996,"CA",10.36114,.8847427,"CA",1
1997,"CA",10.38798,.8784628,"CA",1
1998,"CA",10.42518,.9943247,"CA",1
1999,"CA",10.43089,1.104445,"CA",1
2000,"CA",10.41114,1.46348,"CA",1
2001,"CA",10.40998,1.402073,"CA",1
2002,"CA",10.3947,1.42252,"CA",1
2003,"CA",10.418,1.327553,"CA",1
2004,"CA",10.46753,1.250558,"CA",1
2005,"CA",10.48538,1.258965,"CA",1
2006,"CA",10.51066,1.284604,"CA",1
2007,"CA",10.52604,1.304774,"CA",1
2008,"CA",10.54174,1.106343,"CA",1
2009,"CA",10.54143,.7970428,"CA",1
2010,"CA",10.53338,.8537197,"CA",1
2011,"CA",10.53338,.8537197,"CA",1
2012,"CA",10.53338,.2359066,"CA",1
1940,"CO",9.030548,.3125954,"CO",1
1941,"CO",,,"CO",1
1942,"CO",,,"CO",1
1943,"CO",,,"CO",1
1944,"CO",,,"CO",1
1945,"CO",,,"CO",1
1946,"CO",,,"CO",1
1947,"CO",,,"CO",1
1948,"CO",,,"CO",1
1949,"CO",9.040048,2.42609,"CO",1
1950,"CO",8.968112,3.034134,"CO",1
1951,"CO",8.864325,4.016075,"CO",1
1952,"CO",8.686688,5.043144,"CO",1
1953,"CO",8.73067,4.599543,"CO",1
1954,"CO",8.750678,4.349527,"CO",1
1955,"CO",8.90928,3.841839,"CO",1
1956,"CO",9.091041,3.102484,"CO",1
1957,"CO",9.04147,3.54558,"CO",1
1958,"CO",9.010158,3.668242,"CO",1
1959,"CO",9.046484,3.688269,"CO",1
1960,"CO",9.093067,3.54682,"CO",1
1961,"CO",9.218316,3.032398,"CO",1
1962,"CO",9.43714,1.996908,"CO",1
1963,"CO",9.527173,1.615171,"CO",1
1964,"CO",9.534955,1.70629,"CO",1
1965,"CO",9.622568,1.480651,"CO",1
1966,"CO",9.558021,1.972399,"CO",1
1967,"CO",9.534024,2.205429,"CO",1
1968,"CO",9.52531,2.410498,"CO",1
1969,"CO",9.525266,2.602277,"CO",1
1970,"CO",9.574939,2.533488,"CO",1
1971,"CO",9.66754,2.281532,"CO",1
1972,"CO",9.695317,2.394366,"CO",1
1973,"CO",9.650578,2.822847,"CO",1
1974,"CO",9.620584,2.947965,"CO",1
1975,"CO",9.677648,2.62466,"CO",1
1976,"CO",9.711537,2.598257,"CO",1
1977,"CO",9.750586,2.542372,"CO",1
1978,"CO",9.743806,2.804222,"CO",1
1979,"CO",9.784138,2.630982,"CO",1
1980,"CO",9.802431,2.506719,"CO",1
1981,"CO",9.824796,2.503271,"CO",1
1982,"CO",9.836521,2.476225,"CO",1
1983,"CO",9.850207,2.489705,"CO",1
1984,"CO",9.876213,2.549357,"CO",1
1985,"CO",9.918698,2.361898,"CO",1
1986,"CO",9.9525,2.244711,"CO",1
1987,"CO",9.97511,2.106681,"CO",1
1988,"CO",10.00741,2.003155,"CO",1
1989,"CO",10.04572,1.950259,"CO",1
1990,"CO",10.08164,1.766853,"CO",1
1991,"CO",10.12385,1.538558,"CO",1
1992,"CO",10.17419,1.376061,"CO",1
1993,"CO",10.21515,1.266518,"CO",1
1994,"CO",10.21018,1.403985,"CO",1
1995,"CO",10.20258,1.582189,"CO",1
1996,"CO",10.23119,1.568561,"CO",1
1997,"CO",10.25906,1.585364,"CO",1
1998,"CO",10.30465,1.593451,"CO",1
1999,"CO",10.31033,1.746178,"CO",1
2000,"CO",10.30377,2.086658,"CO",1
2001,"CO",10.32545,2.035346,"CO",1
2002,"CO",10.33177,1.893601,"CO",1
2003,"CO",10.34815,1.724706,"CO",1
2004,"CO",10.38608,1.652741,"CO",1
2005,"CO",10.39108,1.738739,"CO",1
2006,"CO",10.40144,1.789856,"CO",1
2007,"CO",10.39645,1.896138,"CO",1
2008,"CO",10.40804,1.794343,"CO",1
2009,"CO",10.43577,1.321001,"CO",1
2010,"CO",10.43501,1.304016,"CO",1
2011,"CO",10.43501,1.304016,"CO",1
2012,"CO",10.43501,.2820902,"CO",1
1940,"CT",9.111712,2.548637,"CT",1
1941,"CT",,,"CT",1
1942,"CT",,,"CT",1
1943,"CT",,,"CT",1
1944,"CT",,,"CT",1
1945,"CT",,,"CT",1
1946,"CT",,,"CT",1
1947,"CT",,,"CT",1
1948,"CT",,,"CT",1
1949,"CT",9.530447,.7337236,"CT",1
1950,"CT",9.447929,1.734133,"CT",1
1951,"CT",9.401694,2.253623,"CT",1
1952,"CT",9.251906,3.221564,"CT",1
1953,"CT",9.243933,3.427348,"CT",1
1954,"CT",9.326778,2.883096,"CT",1
1955,"CT",9.382298,2.889414,"CT",1
1956,"CT",9.498532,2.641096,"CT",1
1957,"CT",9.528255,2.557201,"CT",1
1958,"CT",9.436827,2.525792,"CT",1
1959,"CT",9.534721,2.178507,"CT",1
1960,"CT",9.62144,1.819487,"CT",1
1961,"CT",9.792287,1.110864,"CT",1
1962,"CT",9.902455,.7250357,"CT",1
1963,"CT",9.959993,.4915333,"CT",1
1964,"CT",9.94658,.7210064,"CT",1
1965,"CT",9.902589,1.115842,"CT",1
1966,"CT",9.828652,1.734061,"CT",1
1967,"CT",9.767382,2.293358,"CT",1
1968,"CT",9.700171,2.696681,"CT",1
1969,"CT",9.677192,3.184462,"CT",1
1970,"CT",9.794756,2.571101,"CT",1
1971,"CT",9.852419,2.284331,"CT",1
1972,"CT",9.896219,2.269177,"CT",1
1973,"CT",9.929402,2.249517,"CT",1
1974,"CT",9.903398,2.292428,"CT",1
1975,"CT",9.96018,1.898198,"CT",1
1976,"CT",10.02675,1.699018,"CT",1
1977,"CT",10.03969,1.806746,"CT",1
1978,"CT",9.941985,2.459702,"CT",1
1979,"CT",9.970423,2.365284,"CT",1
1980,"CT",9.985337,2.290936,"CT",1
1981,"CT",10.01446,2.214165,"CT",1
1982,"CT",10.04746,2.123785,"CT",1
1983,"CT",10.0583,2.201724,"CT",1
1984,"CT",10.09078,2.357969,"CT",1
1985,"CT",10.12576,2.323251,"CT",1
1986,"CT",10.17546,2.309771,"CT",1
1987,"CT",10.22605,2.282538,"CT",1
1988,"CT",10.23951,2.452598,"CT",1
1989,"CT",10.31408,2.220292,"CT",1
1990,"CT",10.30898,2.138104,"CT",1
1991,"CT",10.30929,1.97454,"CT",1
1992,"CT",10.35005,1.96187,"CT",1
1993,"CT",10.37931,1.801314,"CT",1
1994,"CT",10.36188,1.90455,"CT",1
1995,"CT",10.33982,2.116079,"CT",1
1996,"CT",10.36656,2.065701,"CT",1
1997,"CT",10.40104,2.081542,"CT",1
1998,"CT",10.43393,2.16568,"CT",1
1999,"CT",10.44348,2.205133,"CT",1
2000,"CT",10.44352,2.436919,"CT",1
2001,"CT",10.45729,2.419786,"CT",1
2002,"CT",10.47222,2.230105,"CT",1
2003,"CT",10.49864,2.023611,"CT",1
2004,"CT",10.56238,1.899157,"CT",1
2005,"CT",10.59041,1.820555,"CT",1
2006,"CT",10.63742,1.807456,"CT",1
2007,"CT",10.68256,1.805849,"CT",1
2008,"CT",10.73003,1.451635,"CT",1
2009,"CT",10.75814,1.00801,"CT",1
2010,"CT",10.7366,1.106377,"CT",1
2011,"CT",10.7366,1.106377,"CT",1
2012,"CT",10.7366,.2544403,"CT",1
1940,"DE",9.003485,3.642974,"DE",1
1941,"DE",,,"DE",1
1942,"DE",,,"DE",1
1943,"DE",,,"DE",1
1944,"DE",,,"DE",1
1945,"DE",,,"DE",1
1946,"DE",,,"DE",1
1947,"DE",,,"DE",1
1948,"DE",,,"DE",1
1949,"DE",9.534275,1.119547,"DE",1
1950,"DE",9.372156,2.574735,"DE",1
1951,"DE",9.363886,2.430954,"DE",1
1952,"DE",9.195938,3.381534,"DE",1
1953,"DE",9.204268,3.510156,"DE",1
1954,"DE",9.307327,2.879996,"DE",1
1955,"DE",9.371419,2.999382,"DE",1
1956,"DE",9.568701,2.406301,"DE",1
1957,"DE",9.624249,1.767449,"DE",1
1958,"DE",9.466274,2.483492,"DE",1
1959,"DE",9.605243,1.87439,"DE",1
1960,"DE",9.73208,1.298199,"DE",1
1961,"DE",9.807134,.8825016,"DE",1
1962,"DE",9.806649,1.033921,"DE",1
1963,"DE",9.874727,.8237457,"DE",1
1964,"DE",9.885145,.9647322,"DE",1
1965,"DE",9.875716,1.320777,"DE",1
1966,"DE",9.817938,1.652694,"DE",1
1967,"DE",9.744126,2.10403,"DE",1
1968,"DE",9.677244,2.605128,"DE",1
1969,"DE",9.758184,2.329087,"DE",1
1970,"DE",9.887103,1.615472,"DE",1
1971,"DE",9.850077,1.8964,"DE",1
1972,"DE",9.872245,2.029142,"DE",1
1973,"DE",9.906299,2.060318,"DE",1
1974,"DE",9.883327,2.04381,"DE",1
1975,"DE",9.971295,1.47676,"DE",1
1976,"DE",10.04996,1.232848,"DE",1
1977,"DE",9.977739,1.638169,"DE",1
1978,"DE",9.962973,1.789451,"DE",1
1979,"DE",9.980121,1.640668,"DE",1
1980,"DE",9.991719,1.579685,"DE",1
1981,"DE",9.983634,1.603947,"DE",1
1982,"DE",10.01343,1.50578,"DE",1
1983,"DE",10.03948,1.517277,"DE",1
1984,"DE",10.07809,1.566901,"DE",1
1985,"DE",10.13987,1.459212,"DE",1
1986,"DE",10.14848,1.53615,"DE",1
1987,"DE",10.16493,1.571569,"DE",1
1988,"DE",10.19827,1.535783,"DE",1
1989,"DE",10.224,1.614075,"DE",1
1990,"DE",10.2102,1.575642,"DE",1
1991,"DE",10.22936,1.473346,"DE",1
1992,"DE",10.27807,1.177354,"DE",1
1993,"DE",10.31836,.9132147,"DE",1
1994,"DE",10.29209,1.047964,"DE",1
1995,"DE",10.26665,1.227932,"DE",1
1996,"DE",10.29653,1.21182,"DE",1
1997,"DE",10.30537,1.200304,"DE",1
1998,"DE",10.32086,1.377354,"DE",1
1999,"DE",10.30825,1.448631,"DE",1
2000,"DE",10.30766,1.608787,"DE",1
2001,"DE",10.30442,1.696396,"DE",1
2002,"DE",10.31459,1.686306,"DE",1
2003,"DE",10.34293,1.526122,"DE",1
2004,"DE",10.39147,1.444068,"DE",1
2005,"DE",10.43171,1.267643,"DE",1
2006,"DE",10.45571,1.222291,"DE",1
2007,"DE",10.47925,1.128607,"DE",1
2008,"DE",10.50543,.8803272,"DE",1
2009,"DE",10.54682,.4290581,"DE",1
2010,"DE",10.52533,.539422,"DE",1
2011,"DE",10.52533,.539422,"DE",1
2012,"DE",10.52533,.1834784,"DE",1
1940,"FL",8.51973,2.67458,"FL",1
1941,"FL",,,"FL",1
1942,"FL",,,"FL",1
1943,"FL",,,"FL",1
1944,"FL",,,"FL",1
1945,"FL",,,"FL",1
1946,"FL",,,"FL",1
1947,"FL",,,"FL",1
1948,"FL",,,"FL",1
1949,"FL",8.843537,2.571201,"FL",1
1950,"FL",8.765415,3.287106,"FL",1
1951,"FL",8.694426,3.576932,"FL",1
1952,"FL",8.574535,4.384036,"FL",1
1953,"FL",8.531646,4.865327,"FL",1
1954,"FL",8.688074,4.02566,"FL",1
1955,"FL",8.747047,4.099007,"FL",1
1956,"FL",8.912092,3.5502,"FL",1
1957,"FL",8.955286,3.292804,"FL",1
1958,"FL",8.921458,3.452563,"FL",1
1959,"FL",9.008082,3.293271,"FL",1
1960,"FL",9.054646,3.012114,"FL",1
1961,"FL",9.158248,2.489042,"FL",1
1962,"FL",9.310802,1.860375,"FL",1
1963,"FL",9.500526,1.047969,"FL",1
1964,"FL",9.581849,.904336,"FL",1
1965,"FL",9.61249,.9746695,"FL",1
1966,"FL",9.523645,1.631761,"FL",1
1967,"FL",9.386571,2.570601,"FL",1
1968,"FL",9.340179,3.144999,"FL",1
1969,"FL",9.357778,3.400245,"FL",1
1970,"FL",9.422836,3.241868,"FL",1
1971,"FL",9.409812,3.435068,"FL",1
1972,"FL",9.451343,3.531351,"FL",1
1973,"FL",9.504711,3.488555,"FL",1
1974,"FL",9.493206,3.369341,"FL",1
1975,"FL",9.566849,2.834435,"FL",1
1976,"FL",9.622132,2.652116,"FL",1
1977,"FL",9.613847,2.837515,"FL",1
1978,"FL",9.611971,3.06869,"FL",1
1979,"FL",9.666737,2.794824,"FL",1
1980,"FL",9.657068,2.849174,"FL",1
1981,"FL",9.656056,2.925062,"FL",1
1982,"FL",9.682878,2.747221,"FL",1
1983,"FL",9.71012,2.846975,"FL",1
1984,"FL",9.762716,2.781854,"FL",1
1985,"FL",9.807424,2.709603,"FL",1
1986,"FL",9.849998,2.653708,"FL",1
1987,"FL",9.900691,2.475181,"FL",1
1988,"FL",9.969179,2.258081,"FL",1
1989,"FL",10.03783,2.080288,"FL",1
1990,"FL",10.07121,1.834278,"FL",1
1991,"FL",10.09683,1.586542,"FL",1
1992,"FL",10.15761,1.307788,"FL",1
1993,"FL",10.20242,1.109886,"FL",1
1994,"FL",10.16707,1.327648,"FL",1
1995,"FL",10.13374,1.598325,"FL",1
1996,"FL",10.15256,1.578827,"FL",1
1997,"FL",10.18135,1.498985,"FL",1
1998,"FL",10.22571,1.498642,"FL",1
1999,"FL",10.2257,1.552343,"FL",1
2000,"FL",10.2269,1.691303,"FL",1
2001,"FL",10.24107,1.603284,"FL",1
2002,"FL",10.23232,1.677904,"FL",1
2003,"FL",10.27952,1.455374,"FL",1
2004,"FL",10.31909,1.505704,"FL",1
2005,"FL",10.34934,1.501999,"FL",1
2006,"FL",10.38074,1.490912,"FL",1
2007,"FL",10.39573,1.476426,"FL",1
2008,"FL",10.4208,1.230106,"FL",1
2009,"FL",10.45388,.730629,"FL",1
2010,"FL",10.43807,.7905436,"FL",1
2011,"FL",10.43807,.7905436,"FL",1
2012,"FL",10.43807,.2024498,"FL",1
1940,"GA",8.291779,1.57114,"GA",1
1941,"GA",,,"GA",1
1942,"GA",,,"GA",1
1943,"GA",,,"GA",1
1944,"GA",,,"GA",1
1945,"GA",,,"GA",1
1946,"GA",,,"GA",1
1947,"GA",,,"GA",1
1948,"GA",,,"GA",1
1949,"GA",8.429908,3.517184,"GA",1
1950,"GA",8.330079,4.437127,"GA",1
1951,"GA",8.246311,5.10354,"GA",1
1952,"GA",8.098239,6.052232,"GA",1
1953,"GA",8.172096,5.822606,"GA",1
1954,"GA",8.321157,4.944334,"GA",1
1955,"GA",8.400052,5.027242,"GA",1
1956,"GA",8.501652,4.710779,"GA",1
1957,"GA",8.506491,4.597855,"GA",1
1958,"GA",8.447269,4.919791,"GA",1
1959,"GA",8.526621,4.728084,"GA",1
1960,"GA",8.606007,4.359026,"GA",1
1961,"GA",8.779745,3.574181,"GA",1
1962,"GA",8.980653,2.793751,"GA",1
1963,"GA",9.168036,2.104015,"GA",1
1964,"GA",9.287188,1.744719,"GA",1
1965,"GA",9.320213,1.902547,"GA",1
1966,"GA",9.198864,2.797008,"GA",1
1967,"GA",9.110489,3.470087,"GA",1
1968,"GA",9.140463,3.540869,"GA",1
1969,"GA",9.133345,3.774238,"GA",1
1970,"GA",9.217505,3.426752,"GA",1
1971,"GA",9.267019,3.351331,"GA",1
1972,"GA",9.308685,3.471775,"GA",1
1973,"GA",9.336617,3.568583,"GA",1
1974,"GA",9.310024,3.578191,"GA",1
1975,"GA",9.4055,2.967424,"GA",1
1976,"GA",9.443808,2.984676,"GA",1
1977,"GA",9.426062,3.190026,"GA",1
1978,"GA",9.431228,3.369694,"GA",1
1979,"GA",9.472238,3.110156,"GA",1
1980,"GA",9.477812,2.918048,"GA",1
1981,"GA",9.494581,2.897139,"GA",1
